id,x,y
1,0,9.811679360913987
2,0.7864065612009155,11.92778299112095
3,0.8181025830631397,12.662306113362973
4,1.2348996874900497,13.19991214273662
5,2.2341708293258784,14.591758471485115
6,2.2730104594937637,13.842636642555297
7,3.0606220257466736,15.368822794941817
8,3.9066732636905015,16.446393545256132
9,4.8665779883641385,15.750596699233842
10,5.464323656296198,16.093370519237325
11,5.6916659767695545,16.355408606145858
12,6.485366337253613,15.09740331613201
13,6.971049752993099,16.692529390303626
14,7.4893797992261035,15.275599454094923
15,7.648113238869437,16.66356093552179
16,7.94285983767211,17.205680652492607
17,8.665368553018652,17.468014225902863
18,9.51078754291157,19.465750877504462
19,10.185797021514839,21.688267317532766
20,11.116028571231094,25.563589794095133
21,11.47576356159527,26.12323249187642
22,11.736007318726884,27.030612501491703
23,12.60578542543216,32.260399890469415
24,13.496855197199098,35.610825438264015
25,14.399597475577501,42.188480534355
26,14.480063263170134,42.64743238058364
27,15.32912767751942,48.2152550181851
28,15.820204587710352,50.775838789943855
29,16.024853778362587,51.32318135315955
30,16.362487207931743,52.95048629385622
31,16.80278491476043,54.99755770747751
32,17.574400212536435,59.2134942507485
33,18.041127491971114,62.41763328200911
34,18.734266150844903,64.08784411276977
35,19.273907169576255,65.85757363868109
36,20.177013853754403,68.47721519680132
37,20.828389286222862,71.0241295592428
38,21.009447736956183,70.28938686851369
39,21.652218004459908,72.40109857139362
40,22.205732684667893,72.3916858749777
41,22.83257757953522,71.74769189986418
42,23.265003259165148,72.45807284678835
43,23.377748148987816,72.24085178547637
44,23.913897401795015,70.78514262659861
45,24.16873457405238,72.03989823824777
46,24.248314710448945,71.21076437728604
47,24.448371525567612,70.33775886068764
48,25.26939987016524,70.67513708337735
49,25.323255828828966,69.8216483450322
50,26.199215190609628,69.20251198486766
51,27.1215402014831,68.61519099615697
52,27.923778575511008,69.93369270585701
53,28.503422200043524,68.57966590073433
54,28.569231479976548,68.75488293159603
55,29.11166669571989,70.11483048752285
56,30.025565046402395,70.67779197802054
57,30.098268022663827,71.15207048723686
58,30.913055859374033,73.03348497176887
59,31.427530301997994,73.58060092453184
60,31.568224982407653,75.43236755888069
61,32.5061800793806,77.72495817536728
62,33.443805206445674,82.64481966482849
63,34.3895681931705,86.94651590892948
64,35.13302670174717,89.79672360681748
65,35.80125280103323,93.33105080697575
66,36.554206415717644,96.14268635538629
67,36.91492559590075,96.8425007281566
68,37.16244063623712,98.56650373337422
69,37.53183649626223,100.22940140688651
70,37.696484203396004,99.27413043600043
71,38.05252277215003,100.95639395741796
